Estimate 1 (millions USD)	Estimate 2 (millions USD)	Real Ultimate Origin	Reported Ultimate Origin (conduit 1)	Immediate origin (conduit 2)	Destination
0.0	6.6	US	LU	SE	IT
0.0	32.8	US	MT		IT
10949.1	20392.8	US	NL		IT
0.2	13.6	US	NL	FR	IT
0.0	1.2	US	NL	IE	IT
1.1	35.8	US	PT		IT
13.8	127.6	US	SE		IT
1.5	48.9	US	SG		IT
0.1	2.4	US	SG	CH	IT
42.4	152.4	US	SG	NL	IT
0.0	0.6	US	VG	GB	IT
0.0	0.5	US	VG	NL	IT
30.6	53.1	VE			IT
20.9	294.2	ZA	CH		IT
1.7	42.0	ZA	CH	NL	IT
0.0	1.1	ZA	CY	SE	IT
10.7	22.2	ZA	FR		IT
250.6	2687.2	ZA	GB		IT
0.3	16.5	ZA	LU	NL	IT
0.0	3.3	ZA	MU		IT
0.7	13.0	ZA	NL		IT
1.0	1.2	ZM			IT
