Estimate 1 (millions USD)	Estimate 2 (millions USD)	Real Ultimate Origin	Reported Ultimate Origin (conduit 1)	Immediate origin (conduit 2)	Destination
41.9	47.9	PT	MT		BR
2294.0	25141.8	PT	NL		BR
1.0	1.0	RO			BR
16.3	36.8	RU			BR
5.1	383.9	RU	CH		BR
0.8	37.4	RU	FR		BR
0.0	0.2	RU	IT		BR
4.0	4.0	SA			BR
0.0	6.0	SA	FR		BR
0.0	0.7	SA	IT		BR
8.1	409.9	SA	NL		BR
844.8	2812.8	SE			BR
1.0	125.9	SE	BE		BR
5.1	127.5	SE	CH		BR
1.0	148.3	SE	CL		BR
1.0	81.4	SE	DE		BR
1.4	71.8	SE	DK		BR
1.1	36.3	SE	ES		BR
0.8	53.3	SE	FI		BR
1.2	155.1	SE	FR		BR
3.9	173.6	SE	GB		BR
0.9	64.9	SE	IT		BR
0.5	30.2	SE	JP		BR
3.4	81.1	SE	LI		BR
8.1	233.5	SE	LU		BR
28.8	1168.0	SE	NL		BR
0.3	14.6	SE	NO		BR
0.1	8.2	SE	PT		BR
132.0	899.8	SG			BR
4.1	238.8	SG	AU		BR
1.7	197.7	SG	BE		BR
0.3	52.9	SG	JP		BR
0.0	15.8	SG	KY		BR
0.1	0.4	SI			BR
0.0	4.7	SK	DE		BR
30.5	30.5	TH			BR
0.0	4.3	TN	BE		BR
0.0	3.3	TN	ES		BR
10.1	10.1	TR			BR
34.1	814.3	TR	AT		BR
0.1	16.0	TR	DE		BR
18.1	18.1	TW			BR
0.9	44.5	TW	FI		BR
0.3	41.9	TW	FR		BR
0.1	87.0	TW	HK		BR
195.5	379.0	TW	HU		BR
12.3	370.3	TW	KY		BR
14.6	532.2	TW	NL		BR
1.1	87.4	TW	SG		BR
101.0	101.0	UA			BR
42.3	929.4	UG			BR
0.1	16.5	UG	ES		BR
52918.3	78448.8	US			BR
0.7	140.6	US	AU		BR
23.2	650.8	US	BE		BR
157.1	1221.9	US	BM		BR
142.0	1962.0	US	CA		BR
173.5	2391.1	US	CH		BR
38.9	1549.2	US	CL		BR
1.4	176.4	US	CW		BR
34.8	930.4	US	DE		BR
64.3	376.4	US	DK		BR
571.5	4911.4	US	ES		BR
169.9	2111.5	US	FR		BR
350.6	2962.6	US	GB		BR
621.9	2392.2	US	IE		BR
0.0	2.1	US	IL		BR
19.1	281.9	US	IT		BR
0.3	63.5	US	JP		BR
474.3	1949.6	US	KY		BR
1894.1	12749.8	US	LU		BR
3.4	197.9	US	MX		BR
3958.5	27652.2	US	NL		BR
8.2	335.9	US	NO		BR
2.3	477.7	US	PA		BR
2.2	239.7	US	PT		BR
153.5	1622.9	US	SE		BR
36.4	555.1	US	SG		BR
0.1	10.6	US	UG		BR
0.1	14.9	VE	SE		BR
483.6	483.6	ZA			BR
0.0	5.0	ZA	BE		BR
963.9	6318.1	ZA	GB		BR
0.7	16.1	ZA	MU		BR
0.2	67.3	ZA	NL		BR
