Real Ultimate Origin	Reported Ultimate Origin (conduit 1)	Immediate origin (conduit 2)	Destination	Estimate 1 (millions USD)	Estimate 2 (millions USD)
IT	PL		IT	0.998003992	3.04457955
n.a.	LU	PL	IT	0.097236181	0.070286857
PL			IT	40.18949679	93.36154275
n.a.	PL		IT	0.146788966	0.032378321
n.a.	BS	PT	IT	3.154750445	6.04E-25
BR	PT		IT	0.173611111	0.004915949
n.a.	CY	PT	IT	0.021285141	0.013528936
IT	PT		IT	2.815687224	56.89697017
n.a.	JY	PT	IT	0.586645039	1.12E-25
n.a.	LI	PT	IT	4.258177304	2.228909134
n.a.	LU	PT	IT	0.534759358	3.039125395
IT	MT	PT	IT	11.57684631	2.22E-24
IT	NL	PT	IT	323.5528942	661.9064024
NZ	PT		IT	13.29694677	2.55E-24
n.a.	PA	PT	IT	1.535493827	3.80938321
PT			IT	116.8973039	335.0866978
SM	PT		IT	5.450762129	88.07657911
n.a.	SC	PT	IT	0.988565441	1.89E-25
CH	PT		IT	0.347222222	4.472165745
n.a.	CH	PT	IT	0.49382716	6.360413504
n.a.	GB	PT	IT	8.836493679	96.39735044
US	PT		IT	8.478141933	29.50034493
n.a.	VG	PT	IT	0.021341463	0.000665348
n.a.	PT		IT	16.15168386	30.6832339
QA			IT	69.64836856	480.7422553
AL	RO		IT	0.197713088	2.80E-06
BZ	RO		IT	0.079518072	1.62E-27
CN	RO		IT	0.007663317	0.005036954
FR	RO		IT	0.001984127	0.002608116
GR	RO		IT	0.694444444	1.42E-26
IT	RO		IT	13.8242876	111.4275341
MD	RO		IT	0.399201597	8.14E-27
n.a.	PA	RO	IT	0.072780204	0.004972074
RO			IT	132.1923173	-1.36E-24
n.a.	CH	RO	IT	0.798403194	3.026627936
n.a.	GB	RO	IT	0.391096693	1.121610036
n.a.	RO		IT	0.259067358	0.128872152
RU			IT	117.4788446	522.0245646
IT	SM		IT	11.86278529	31.31578525
SM			IT	156.0162157	305.8459258
SA			IT	12.00796389	42.82195765
SN			IT	5.536350544	3.5
RS			IT	5.96242457	6.27E-22
n.a.	RS		IT	0.24691358	29.15371434
IT	SC		IT	0.254618474	1.822317172
n.a.	SC		IT	3.707553816	4.10E-26
SL			IT	0.371324199	1
IN	SG		IT	19.16167665	11.81739102
SG			IT	106.8433771	133.8252032
n.a.	CH	SG	IT	6.951871658	65.20789305
US	SG		IT	1.385697731	3.267841398
AT	SK		IT	4.431448993	37.89009574
IT	SK		IT	0.269781643	5.778746379
n.a.	NL	SK	IT	2.777777778	6.184598907
SK			IT	15.68530333	3.14E-24
US	SK		IT	0.072110553	0.264798751
DE	SI		IT	1.388888889	13.48306866
IT	SI		IT	1.968636837	28.97782797
n.a.	LU	SI	IT	0.868055556	3.371112696
RU	NL	SI	IT	16.36726547	21.88527117
SI			IT	18.1117158	1.78E-24
n.a.	CH	SI	IT	0.593139265	5.174766915
SO			IT	0.034639458	1.5
ZA			IT	138.448978	-9.37E-37
SS			IT	0.680761423	0
AR	ES		IT	4.590818363	-9.61E-26
AT	ES		IT	12.15444758	4.432336242
BE	ES		IT	0.215075377	0.006048579
BR	ES		IT	0.173611111	0.000170217
CA	ES		IT	0.391096693	0.187366527
BH	KY	ES	IT	1.397205589	3.39E-29
CN	ES		IT	0.018055556	0.001990717
CO	ES		IT	6.18762475	4.74E-27
DK	ES		IT	1.397205589	1.378757092
FR	ES		IT	1.783193215	0.382587847
DE	ES		IT	17.87091137	12.24322671
IT	ES		IT	145.7543467	178.5737725
JP	ES		IT	4.078511802	1.641085316
GB	JY	ES	IT	192.0159681	1.47E-25
SE	LU	ES	IT	0.399201597	0.101301296
GB	LU	ES	IT	17.08661417	4.335894865
US	LU	ES	IT	3.848305027	0.976544904
n.a.	LU	ES	IT	5.405485326	1.371694581
MX	ES		IT	67.86427146	5.20E-26
IT	NL	ES	IT	42.70833333	3.038479481
ES	NL	ES	IT	8.254324684	0.587252984
n.a.	NL	ES	IT	0.347222222	0.024703085
PT	ES		IT	97.21934487	11.35651312
ES			IT	4375.298525	6502.643965
SE	ES		IT	0.67598267	0.137996753
IT	CH	ES	IT	5.337242182	3.333449794
CH	ES		IT	0.19437751	0.121401212
US	CH	ES	IT	3.645833333	2.277056569
n.a.	CH	ES	IT	4.445409697	2.776443251
AE	ES		IT	9.548611111	4.04E-17
GB	ES		IT	427.6248356	209.3519583
US	GB	ES	IT	17.93292266	8.779407002
n.a.	GB	ES	IT	0.232128514	0.113642976
US	ES		IT	352.0747549	47.01915997
UY	ES		IT	0.868055556	322.8363497
n.a.	ES		IT	34.48802723	2.518896355
LK			IT	6.19090111	1.5
n.a.	BE	SE	IT	0.007142857	0.000663236
BR	SE		IT	11.57684631	0.045219794
CA	SE		IT	0.259067358	0.427975434
SE	CW	SE	IT	0.173611111	0.128796634
ZA	CY	SE	IT	1.19760479	0.096064201
DK	SE		IT	0.173611111	0.683950098
FI	SE		IT	0.173611111	0.616280645
FR	SE		IT	3.809751853	2.800108065
DE	SE		IT	37.32638889	86.89166851
IT	SE		IT	2.594810379	12.95622175
JP	SE		IT	6.076388889	8.953574937
SE	JY	SE	IT	6.047490511	4.33E-26
SE	LU	SE	IT	2.951388889	2.729355228
US	LU	SE	IT	0.259067358	0.239577661
n.a.	LU	SE	IT	2.430555556	2.247704305
n.a.	MU	SE	IT	0.136809045	9.80E-28
SE	NL	SE	IT	16.08844517	3.820170388
NO	SE		IT	16.78604069	-2.01E-25
RU	SE		IT	2.195608782	3.980359279
SE			IT	1455.328136	1020.206448
SE	GB	SE	IT	26.14770459	42.5052423
US	SE		IT	105.8382216	47.03593065
VE	SE		IT	0.102135678	7.32E-28
LB	VG	SE	IT	2.195608782	0.004313364
AU	CH		IT	0.173611111	0.03851096
AT	CH		IT	711.3399739	676.7056864
DE	BE	CH	IT	0.520833333	0.040512453
RU	BM	CH	IT	9.381237525	4.499892151
US	BM	CH	IT	0.173611111	0.08327593
BR	CH		IT	1.505817933	0.004124779
CA	CH		IT	10.42806295	13.12015902
CN	KY	CH	IT	0.92003493	1.04E-28
CN	CH		IT	92.48097412	27.65373997
FI	CH		IT	0.007537688	0.024489479
FR	CH		IT	266.7820421	152.2482958
DE	CH		IT	74.69982233	133.7188854
IN	CH		IT	1.5625	0.136382596
US	IE	CH	IT	55.20833333	8.332766302
IT	CH		IT	41.13088611	125.0410236
JP	CH		IT	35.4218646	36.94897461
DE	JY	CH	IT	13.98963731	6.30E-26
SE	JY	CH	IT	8.383233533	3.78E-26
CH	JY	CH	IT	1.944028609	8.76E-27
n.a.	JY	CH	IT	0.777202073	3.50E-27
AT	LI	CH	IT	3.592814371	0.176177963
FR	LU	CH	IT	2.395209581	1.587463871
IT	LU	CH	IT	2.41993531	1.603851248
CH	LU	CH	IT	37.78918846	25.04539556
US	LU	CH	IT	5.291466239	3.507004792
n.a.	LU	CH	IT	0.199600798	0.132288656
MY	CH		IT	1.397205589	-2.47E-28
n.a.	MC	CH	IT	8.183632735	3.69E-26
n.a.	NL	CH	IT	0.639190094	0.123712522
RU	CH		IT	3.472222222	3.845294368
SG	CH		IT	2.594810379	0.46482427
SI	CH		IT	0.210945854	9.50E-28
ZA	CH		IT	0.839362239	0.043081136
ES	CH		IT	0.757469247	2.892894489
SE	CH		IT	1.70102318	0.92451916
AT	CH		IT	37.43315508	61.02593103
DE	CH		IT	106.1299413	173.0198394
IR	CH		IT	2.755555556	4.492283457
IT	CH		IT	370.4078168	603.8625875
OM	CH		IT	18.76247505	30.58779058
RU	CH		IT	135.5620533	221.0019566
SA	CH		IT	0.604288499	0.985149881
ZA	CH		IT	36.11111111	58.87065014
ES	CH		IT	3.125	5.094575493
CH			IT	7307.867539	11913.75452
GB	CH		IT	115.6012177	188.4605217
US	CH		IT	198.2004568	323.1191008
n.a.	CH		IT	996.9266327	1625.253757
GB	CH		IT	16.61420642	21.50389626
US	CH		IT	634.4171382	228.5685928
FR	VG	CH	IT	0.520833333	0.000982494
n.a.	CH		IT	19.84630137	3.89904019
SY			IT	4.082251914	5
TW			IT	43.68150227	104.7509048
TZ			IT	0.258397933	1
TH			IT	1.722259673	18.5
TG			IT	0.049497487	0
IT	TN		IT	0.173611111	13.66737879
TN			IT	31.96280678	2.05E-23
IT	TR		IT	53.21325892	90.42607703
n.a.	LU	TR	IT	1.530864198	0.516578223
TR			IT	83.66365514	152.0238049
GB	TR		IT	0.612345679	0.433837335
n.a.	TR		IT	8.157643047	0.789458307
UA			IT	15.85956519	27.33313246
AE			IT	276.8840755	246
AU	GB		IT	126.6796683	40.0393189
AT	GB		IT	9.111973334	11.74339676
US	BS	GB	IT	1.975308642	1.54E-26
BE	GB		IT	18.76247505	2.141588488
BZ	GB		IT	0.779460619	6.06E-27
US	BM	GB	IT	57.9420546	39.57801614
n.a.	BM	GB	IT	0.564701081	0.385725854
BR	GB		IT	1.909722222	0.007238786
BN	GB		IT	45.56430446	3.54E-25
BG	GB		IT	2.331606218	5.755550665
CA	GB		IT	18.91595876	32.03060664
CA	KY	GB	IT	4.790419162	8.47E-28
HK	KY	GB	IT	1.100963978	1.95E-28
JP	KY	GB	IT	23.77260982	4.20E-27
SG	KY	GB	IT	0.694444444	1.23E-28
US	KY	GB	IT	0.946997571	1.67E-28
KR	HK	GB	IT	11.88636774	0.066965405
n.a.	HK	GB	IT	1.162176552	0.006547469
CN	GB		IT	8.24897397	3.410612722
RU	CY	GB	IT	12.7744511	1.119506047
GB	CY	GB	IT	1.917839856	0.168072452
n.a.	CY	GB	IT	2.565790721	0.224856489
FR	GB		IT	26.18799937	20.45545408
DE	GB		IT	14.64801564	35.39360732
IT	GI	GB	IT	260.5614747	2.03E-24
n.a.	GI	GB	IT	0.538599641	4.19E-27
GB	GG	GB	IT	3.987658319	3.10E-26
US	GG	GB	IT	9.640304882	7.50E-26
n.a.	GG	GB	IT	0.30617284	2.38E-27
IN	GB		IT	3.192518494	0.395082127
IE	GB		IT	0.296023464	0.064706551
n.a.	IE	GB	IT	4.274683392	0.934385453
n.a.	IM	GB	IT	0.917030743	0.332642592
IT	GB		IT	1492.580987	5767.248108
JP	GB		IT	530.157584	737.7131469
IT	JY	GB	IT	421.756487	3.28E-24
CH	JY	GB	IT	2.07253886	1.61E-26
GB	JY	GB	IT	346.4585246	2.69E-24
n.a.	JY	GB	IT	2.033854328	1.58E-26
KW	GB		IT	1.5625	204.1661849
SA	LI	GB	IT	0.977741732	0.067965626
GB	LI	GB	IT	1.596806387	0.110998582
n.a.	LI	GB	IT	0.601215308	0.041792197
IT	LU	GB	IT	86.40952065	77.88773674
GB	LU	GB	IT	55.33984037	49.88217601
US	LU	GB	IT	6.254572686	5.637741155
n.a.	LU	GB	IT	3.846218598	3.466901093
n.a.	MU	GB	IT	0.518134715	4.03E-27
IT	NL	GB	IT	2.072164245	0.570571235
GB	NL	GB	IT	0.998003992	0.274800789
n.a.	NL	GB	IT	10.13723848	2.791292579
NO	GB		IT	2.849740933	-3.40E-27
n.a.	PA	GB	IT	2.570270147	0.104371546
PH	GB		IT	0.258397933	2.01E-27
RU	GB		IT	0.777202073	1.11530178
ES	GB		IT	1.383991618	7.082274944
KN	GB		IT	1.186278529	9.23E-27
SE	GB		IT	1.796407186	1.337798441
NL	CH	GB	IT	3.385662732	7.368196093
CH	GB		IT	109.1187113	237.4743517
n.a.	CH	GB	IT	2.889921702	6.289318067
TW	GB		IT	1.818868739	7.635403109
TR	GB		IT	0.518134715	2.164375977
AE	GB		IT	46.01257278	1.30E-15
DE	GB		IT	1.295336788	2.292990844
IS	GB		IT	7.784431138	13.77991384
IT	GB		IT	360.2188499	637.655421
JP	GB		IT	99.8003992	176.665562
JO	GB		IT	4.790419162	8.479946976
KW	GB		IT	0.870414998	1.540798995
ZA	GB		IT	690.032526	1221.48794
SE	GB		IT	0.347222222	0.614648934
GB			IT	12522.54449	22167.26965
US	GB		IT	1775.660458	3143.254488
n.a.	GB		IT	461.6615699	817.2282011
US	GB		IT	1194.291426	601.2945867
IT	VG	GB	IT	23.45894037	0.07125252
RU	VG	GB	IT	6.18762475	0.018793852
US	VG	GB	IT	193.6127745	0.588065696
n.a.	VG	GB	IT	10.01227991	0.030410588
n.a.	GB		IT	264.6811487	72.27792641
US	KY	US	IT	9.625668449	0
FR	US		IT	54.37514584	65.09243715
DE	US		IT	9.755375774	36.20872945
IN	US		IT	1.041666667	0.180485654
US	IE	US	IT	88.28800732	27.29410145
n.a.	IE	US	IT	1.291989664	0.399416614
IL	US		IT	9.4249002	15.19508817
IT	US		IT	40.18136569	308.9589755
JP	US		IT	12.96278352	30.44670361
IT	NL	US	IT	110.2430556	45.4607438
SG	US		IT	0.04120603	0.015747312
SE	US		IT	19.96007984	22.83412493
CH	US		IT	0.821355236	2.861085598
GB	US		IT	0.777202073	2.032308425
US			IT	8497.562331	6329.569242
n.a.	US		IT	8.643641195	3.812762633
AR	UY		IT	3.302891933	-1.90E-30
UY			IT	17.82690907	47.59012021
UZ			IT	0.395426176	0
VE			IT	7.809056352	29
VN			IT	1.581846908	0
CN	KY	VG	IT	0.259067358	0
DK	VG		IT	3.674074074	2.525512617
n.a.	VG		IT	5.600419531	3.849658418
YE			IT	0.042168675	0
ZM			IT	0.087299373	1
