Estimate 1 (millions USD)	Estimate 2 (millions USD)	Real Ultimate Origin	Reported Ultimate Origin (conduit 1)	Immediate origin (conduit 2)	Destination
8.18	1.65	US	CA		IT
832.62	551.69	US	CH		IT
3.65	2.28	US	CH	ES	IT
20.36	9.14	US	CW		IT
81.83	172.10	US	CW	NL	IT
12.04	20.50	US	CY		IT
721.63	234.14	US	DE		IT
52.82	60.54	US	DK		IT
352.07	47.02	US	ES		IT
2.15	0.00	US	FI		IT
1080.81	966.12	US	FR		IT
2969.95	3744.55	US	GB		IT
0.26	0.30	US	GB	DE	IT
17.93	8.78	US	GB	ES	IT
23.15	71.60	US	GB	FR	IT
35.53	144.72	US	GB	LU	IT
19.70	100.05	US	GB	NL	IT
9.64	0.00	US	GG	GB	IT
0.53	0.00	US	GI	DE	IT
0.60	10.52	US	HK		IT
1997.69	813.37	US	HU		IT
338.28	117.87	US	IE		IT
21.18	73.09	US	IE	BE	IT
55.21	8.33	US	IE	CH	IT
5.90	0.81	US	IE	DE	IT
312.07	172.85	US	IE	LU	IT
207.17	147.19	US	IE	NL	IT
5.54	0.00	US	IL		IT
9.98	0.00	US	IN		IT
3.21	0.12	US	JY		IT
0.17	0.00	US	JY	NL	IT
9.90	5.74	US	KR		IT
9.63	0.00	US	KY		IT
1.34	0.00	US	KY	DE	IT
9.93	0.00	US	KY	FR	IT
0.95	0.00	US	KY	GB	IT
64.66	0.00	US	KY	LU	IT
7.48	0.00	US	KY	NL	IT
6295.82	8763.41	US	LU		IT
2.58	25.98	US	LU	BE	IT
5.29	3.51	US	LU	CH	IT
140.76	83.99	US	LU	DE	IT
3.85	0.98	US	LU	ES	IT
12.93	21.43	US	LU	FR	IT
6.25	5.64	US	LU	GB	IT
452.63	1224.54	US	LU	NL	IT
0.26	0.24	US	LU	SE	IT
0.35	18.50	US	MT		IT
11341.28	17200.60	US	NL		IT
2.43	1.20	US	NL	FR	IT
1.30	0.25	US	NL	IE	IT
8.48	29.50	US	PT		IT
105.84	47.04	US	SE		IT
1.39	3.27	US	SG		IT
0.07	0.26	US	SK		IT
193.61	0.59	US	VG	GB	IT
45.45	0.52	US	VG	NL	IT
17.83	47.59	UY			IT
0.87	322.84	UY	ES		IT
0.40	0.00	UZ			IT
7.81	29.00	VE			IT
0.10	0.00	VE	SE		IT
1.58	0.00	VN			IT
0.04	0.00	YE			IT
138.45	0.00	ZA			IT
36.95	58.91	ZA	CH		IT
1.81	11.29	ZA	CH	NL	IT
1.20	0.10	ZA	CY	SE	IT
137.43	18.99	ZA	FR		IT
690.03	1221.49	ZA	GB		IT
0.69	1.88	ZA	LU	NL	IT
0.52	0.88	ZA	MU		IT
15.86	4.57	ZA	NL		IT
0.09	1.00	ZM			IT
