Estimate 1 (millions USD)	Estimate 2 (millions USD)	Real Ultimate Origin	Reported Ultimate Origin (conduit 1)	Immediate origin (conduit 2)	Destination
0.0	10.2	IT	BE		US
0.2	86.0	IT	BM	IE	US
0.0	2.8	IT	CA		US
1.7	246.5	IT	CH		US
27.6	5018.6	IT	DE		US
0.1	45.9	IT	DK		US
1.0	255.5	IT	ES		US
0.1	41.8	IT	FI		US
30.1	2395.9	IT	FR		US
88.0	4027.0	IT	GB		US
0.8	116.0	IT	IE		US
1185.5	59871.0	IT	IE	LU	US
15682.4	43208.4	IT	LU		US
1.5	120.5	IT	LU	NL	US
71.8	2075.8	IT	MC		US
1603.0	30574.4	IT	NL		US
0.1	11.2	IT	NL	CA	US
6.1	1314.0	IT	NL	CW	US
0.0	22.1	IT	NL	ES	US
0.9	296.0	IT	NL	GB	US
5308.0	42769.3	IT	NL	LU	US
0.1	29.0	IT	NL	MX	US
2.0	419.9	IT	SE		US
0.3	16.7	JO			US
51.3	1839.4	JO	GB		US
389742.1	396359.7	JP			US
1.1	426.1	JP	AT		US
3.8	124.1	JP	AU		US
14.8	1304.6	JP	BE		US
0.8	26.0	JP	CA		US
2503.7	16279.1	JP	CH		US
51.6	2513.1	JP	DE		US
4.8	433.3	JP	DK		US
0.2	73.9	JP	ES		US
1.5	128.0	JP	FI		US
51.0	979.4	JP	FR		US
110.9	2737.4	JP	GB		US
11.8	1417.6	JP	HK		US
46.0	1709.1	JP	IT		US
6.8	964.1	JP	KR		US
54.9	55.5	JP	LK		US
85.7	789.2	JP	MY		US
278.4	4618.5	JP	NL		US
0.4	66.1	JP	NO		US
0.1	72.5	JP	NZ		US
7.0	315.5	JP	SE		US
1.1	461.1	JP	SG		US
0.1	91.5	JP	TH		US
37656.1	39193.0	KR			US
0.5	20.6	KR	BE		US
16.2	738.7	KR	CH		US
0.4	64.1	KR	DE		US
1.0	179.9	KR	ES		US
0.0	2.3	KR	FR		US
0.1	21.8	KR	IE		US
8.7	429.6	KR	JP		US
19.3	956.8	KR	KY		US
712.5	712.5	KW			US
8.5	1212.5	KW	GB		US
0.1	82.2	LB	AU		US
228.0	309.7	LB	FR		US
0.0	3.8	LB	LU	FR	US
0.0	25.2	LB	VG	SE	US
45.9	602.2	LI			US
0.8	341.0	LI	BE		US
0.4	232.8	LI	CH		US
258.5	258.5	LR			US
232.0	4944.0	LU			US
0.1	28.7	LU	NL		US
0.0	68.9	MC	NL		US
0.5	0.5	MK			US
0.0	78.4	MO	MT	PT	US
0.1	12.5	MT	GB		US
7235.6	15050.3	MX			US
0.2	140.4	MX	BS		US
46.0	3268.0	MX	CA		US
1422.5	20304.6	MX	DE		US
0.2	72.9	MX	DK		US
71.7	2735.9	MX	ES		US
35.0	3331.9	MX	IT		US
2295.7	18568.1	MX	NL		US
218.1	937.5	MY			US
0.3	296.4	MY	AT		US
0.1	29.8	MY	AU		US
0.3	107.2	MY	CH		US
11.0	672.3	MY	GB		US
0.1	6.6	MY	HK		US
4.8	458.9	MY	KY		US
0.0	19.9	MY	MH		US
0.1	71.0	MY	MU		US
0.9	226.7	MY	NL		US
5.4	761.4	MY	SG		US
1811.8	15116.9	MY	SG	GB	US
34.1	7361.0	MY	SG	KY	US
36186.2	90643.8	NL			US
17.1	722.3	NL	AU		US
12.1	894.6	NL	BE		US
3.0	592.0	NL	BE	GB	US
40.7	2830.8	NL	BM		US
0.5	164.1	NL	BM	IT	US
0.0	15.2	NL	BS	GB	US
92.6	7629.3	NL	CH		US
378.1	11170.2	NL	CW		US
0.9	391.5	NL	DE		US
0.1	50.2	NL	DK		US
10.5	567.3	NL	GB		US
0.2	147.9	NL	IT		US
14.3	288.5	NL	KY		US
8.4	612.1	NL	LU		US
0.2	127.1	NL	LU	CH	US
0.0	18.6	NL	MT	GB	US
12071.6	20149.3	NO			US
2.6	517.5	NO	BE		US
20.3	1994.7	NO	BM		US
6.5	37.6	NO	BM	MH	US
0.4	48.1	NO	CA		US
0.0	42.0	NO	CY		US
0.0	33.6	NO	DK		US
0.0	6.9	NO	FI		US
39.1	3407.9	NO	GB		US
0.9	106.6	NO	KY		US
2.8	1107.7	NO	LU		US
0.0	10.7	NO	LU	GB	US
254.5	11720.5	NO	NL		US
22.8	1044.8	NO	PL		US
850.9	10037.0	NO	SE		US
0.7	92.8	NZ			US
2.9	297.6	NZ	GB		US
1.1	49.5	NZ	IM		US
406.9	508.3	NZ	LU		US
0.8	108.6	PA			US
116.4	118.0	PE			US
119.9	124.8	PE	GB		US
1022.0	1022.0	PH			US
80.0	81.2	PK	AE		US
174.2	1357.5	PL			US
0.1	581.4	PL	CA		US
0.0	928.3	PL	ES		US
85.0	931.8	PT			US
12.0	2527.6	PT	ES		US
0.0	27.0	PT	HK		US
0.1	245.9	PT	IT		US
3.9	1411.6	PT	KY		US
111.9	3186.3	PT	LU		US
0.0	19.1	PT	LU	IT	US
0.0	2.6	PY			US
19.8	1438.8	QA			US
3.3	1941.1	QA	CY		US
34.9	2203.0	QA	GB		US
10.9	1192.7	QA	IT		US
0.0	4.9	QA	LU	IT	US
84.2	85.7	RO	CY		US
0.0	16.0	RO	LI	IT	US
2.0	2.0	RS			US
0.5	98.3	RS	NL		US
3378.9	4149.4	RU			US
0.0	3.5	RU	BE		US
30.1	588.5	RU	BS		US
0.0	3.8	RU	CA		US
15.1	560.1	RU	CH		US
0.0	23.9	RU	CY		US
0.1	400.8	RU	CY	GB	US
0.0	2.8	RU	FR		US
2.8	131.7	RU	GB		US
0.0	16.6	RU	JE		US
2.9	253.1	RU	JE	GB	US
0.2	79.1	RU	KY		US
2.8	170.3	RU	NL		US
29.9	1385.4	RU	SG	CY	US
0.0	176.6	RU	VG		US
1928.6	7195.3	SA			US
0.2	32.0	SA	CH	GB	US
56.0	2645.2	SA	GB		US
0.0	30.5	SA	IT		US
117.0	5785.2	SA	KY		US
484.6	7633.8	SA	NL		US
0.4	110.0	SA	TR		US
20866.2	34401.8	SE			US
395.1	8513.4	SE	BE		US
1.5	76.9	SE	CA		US
393.5	15822.8	SE	CH		US
0.1	34.4	SE	CH	NL	US
0.1	65.3	SE	CW		US
18.8	1746.3	SE	DE		US
17.8	2107.2	SE	DK		US
3.4	232.4	SE	FI		US
5.3	586.9	SE	FR		US
49.7	3191.4	SE	GB		US
0.4	206.5	SE	GB	DK	US
1.2	520.6	SE	GB	NL	US
0.0	4.3	SE	IL		US
2.3	370.3	SE	IT		US
1.2	265.7	SE	JE		US
0.1	27.8	SE	JE	GB	US
0.8	206.3	SE	JE	NL	US
12.1	1588.8	SE	KR		US
0.0	22.7	SE	LI		US
104.6	10842.6	SE	LU		US
0.0	50.7	SE	LU	DE	US
0.0	6.0	SE	LU	DK	US
106.5	8801.8	SE	NL		US
1.7	1106.9	SE	NL	CH	US
0.0	8.5	SE	NL	DK	US
0.4	126.5	SE	NL	FR	US
0.2	111.9	SE	NL	IT	US
0.0	11.8	SE	NO		US
4344.8	17729.6	SG			US
119.2	5446.8	SG	AU		US
61.7	8333.8	SG	BM	CH	US
0.0	18.4	SG	DE		US
5.2	523.7	SG	GB		US
4.6	138.8	SG	HK		US
1.0	88.5	SG	KY		US
16.4	314.2	SI			US
0.0	3.2	SK			US
1.1	174.1	SV			US
392.3	514.1	TH			US
3.3	392.0	TH	KY		US
0.0	11.6	TH	NO		US
0.1	99.8	TH	SG		US
296.1	616.2	TR			US
536.0	889.5	TR	DE		US
0.0	57.2	TR	JE		US
221.9	225.0	TT	BB		US
3149.7	6709.1	TW			US
11.2	1310.4	TW	BM		US
4.3	298.7	TW	CH		US
1.3	99.3	TW	CN		US
0.2	121.4	TW	FR		US
0.2	32.3	TW	GB		US
0.8	215.9	TW	HK		US
688.8	6015.8	TW	KY		US
0.0	2.4	TW	KY	SG	US
0.1	34.3	TW	MX		US
7.7	1481.8	TW	NL		US
0.0	14.4	TW	SG		US
0.4	339.5	TW	VG		US
5.5	1355.4	TW	WS		US
0.6	856.2	UA	CY	CH	US
3.0	3.0	UA	NL		US
319.9	326.6	UG			US
5.1	301.9	US	AU		US
3.2	564.5	US	BB		US
14.3	628.4	US	BE		US
49.4	5158.7	US	BM	GB	US
0.0	68.5	US	BM	IE	US
1073.5	22207.8	US	BM	LU	US
0.0	8.3	US	BM	NZ	US
1.1	361.5	US	BM	SE	US
4.6	409.0	US	BS		US
12.9	13.1	US	BZ		US
14.6	400.5	US	CA		US
1552.2	27209.1	US	CH		US
0.1	178.8	US	CH	FR	US
0.1	11.2	US	CH	GB	US
0.3	83.3	US	CH	JP	US
1.9	136.4	US	CL		US
0.5	67.6	US	CM		US
0.0	17.4	US	CN		US
14.4	1994.1	US	CW		US
874.8	24236.2	US	CW	FR	US
5.4	1724.3	US	CW	NL	US
0.0	192.0	US	CY	NL	US
58.9	3216.4	US	DE		US
71.1	1976.7	US	DK		US
3.7	312.8	US	ES		US
0.1	30.4	US	FI		US
12.3	1008.7	US	FR		US
18154.9	206337.2	US	GB		US
1.7	604.3	US	GB	DE	US
172.5	6458.9	US	GB	IT	US
30.4	21584.5	US	GB	LU	US
9.1	4127.8	US	GB	NL	US
0.1	135.0	US	GB	SE	US
0.2	53.3	US	GB	SG	US
5.5	1939.4	US	GI		US
0.1	30.5	US	GR		US
5.6	265.2	US	HK		US
5943.0	11925.1	US	HU		US
15717.0	33174.0	US	IE		US
0.4	90.6	US	IE	CA	US
129.3	9257.2	US	IE	CH	US
530.7	10043.7	US	IE	FR	US
79.1	11355.8	US	IE	GB	US
4041.4	14517.2	US	IE	GI	US
0.6	237.8	US	IE	IL	US
0.1	264.1	US	IE	IS	US
4.6	852.2	US	IE	IT	US
176.0	6813.2	US	IE	KY	US
51144.1	151341.5	US	IE	LU	US
2.0	3444.4	US	IE	NL	US
12.1	1928.4	US	IE	NO	US
0.0	11.5	US	IL		US
6.4	421.9	US	IN		US
7.3	251.9	US	IT		US
0.3	468.8	US	JE		US
6.8	582.1	US	JE	CH	US
2.1	256.5	US	JP		US
1.9	302.5	US	KR		US
4000.7	38784.9	US	KY		US
0.0	7.8	US	KY	FR	US
0.1	23.3	US	KY	GB	US
56.2	5034.3	US	KY	LU	US
16071.3	55836.1	US	LU		US
0.0	35.9	US	LU	BE	US
0.0	16.9	US	LU	DE	US
0.0	2.2	US	LU	GB	US
3.3	795.0	US	LU	NL	US
0.0	12.0	US	LU	SE	US
